,Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing,Class
3594,Bukit Jalil,535000.0,3,3.0,2.0,Condominium (Intermediate),1003.0,Unfurnished,Built-up
3595,Jalan Klang Lama (Old Klang Road),568000.0,4,4.0,1.0,Condominium,1298.0,Unfurnished,Built-up
3596,Sungai Besi,505000.0,3,2.0,3.0,Condominium (Corner),1042.0,Partly Furnished,Built-up
3597,Mont Kiara,618000.0,2,2.0,1.0,Condominium,931.0,Fully Furnished,Built-up
3598,KL Sentral,1739000.0,2,3.0,1.0,Serviced Residence (Corner),1464.0,Fully Furnished,Built-up
3599,KL Sentral,4900000.0,4+1,5.0,4.0,Serviced Residence (Corner),3000.0,Fully Furnished,Built-up
3601,Dutamas,1030000.0,3+1,5.0,2.0,Condominium,1876.0,Fully Furnished,Built-up
3602,Segambut,1900000.0,7,6.0,5.0,3-sty Terrace/Link House (Intermediate),4068.0,Unfurnished,Built-up
3604,Bukit Jalil,950000.0,3+1,3.0,2.0,Condominium (Corner),1513.0,Partly Furnished,Built-up
3605,Damansara Heights,15000000.0,6+1,8.0,6.0,Bungalow (Corner),9000.0,Partly Furnished,Land area
3607,Damansara Heights,7500000.0,5+1,5.0,4.0,Bungalow (Corner),8859.0,Partly Furnished,Land area
3608,Ampang Hilir,606000.0,3,3.0,2.0,2-sty Terrace/Link House (Intermediate),1200.0,Partly Furnished,Land area
3610,Mont Kiara,950000.0,2+1,3.0,2.0,Serviced Residence (Intermediate),1583.0,Partly Furnished,Built-up
3611,KLCC,1180000.0,2,2.0,1.0,Condominium,1065.0,Fully Furnished,Built-up
3612,City Centre,3900000.0,3+1,4.0,2.0,Condominium,3285.0,Partly Furnished,Built-up
3613,City Centre,910000.0,3+1,4.0,2.0,Condominium,1626.0,Fully Furnished,Built-up
3614,KLCC,2300000.0,3+1,3.0,2.0,Serviced Residence,1800.0,Partly Furnished,Built-up
3615,KLCC,1490000.0,2,2.0,2.0,Condominium,1270.0,Fully Furnished,Built-up
3616,Bukit Bintang,2680000.0,2,3.0,1.0,Serviced Residence (Corner),1509.0,Fully Furnished,Built-up
3619,Mont Kiara,750000.0,3,2.0,1.0,Condominium (Corner),1380.0,Fully Furnished,Built-up
3620,Mont Kiara,850000.0,3+1,3.0,2.0,Condominium (Corner),1268.0,Fully Furnished,Built-up
3621,KLCC,1700000.0,2+1,2.0,1.0,Condominium,1259.0,Partly Furnished,Built-up
3622,Cheras,1125000.0,3,2.0,2.0,Serviced Residence (Corner),1125.0,Fully Furnished,Built-up
3623,Bangsar,2700000.0,4+1,5.0,3.0,Condominium (Corner),3349.0,Fully Furnished,Built-up
3624,Jalan Klang Lama (Old Klang Road),588000.0,2,2.0,1.0,Serviced Residence (Intermediate),860.0,Partly Furnished,Built-up
3626,KLCC,1359640.0,2,2.0,2.0,Condominium,871.0,Partly Furnished,Built-up
3627,KLCC,1550000.0,2+1,3.0,2.0,Condominium (Corner),2195.0,Fully Furnished,Built-up
3630,Titiwangsa,610000.0,3,2.0,1.0,Serviced Residence,1050.0,Partly Furnished,Built-up
3631,Salak Selatan,2900000.0,5+1,7.0,6.0,Bungalow (Corner),8878.0,Partly Furnished,Land area
3633,Dutamas,2450000.0,4+1,5.0,3.0,Semi-detached House,3590.0,Fully Furnished,Built-up
3634,Dutamas,2500000.0,4+1,5.0,2.0,Semi-detached House,3800.0,Fully Furnished,Land area
3635,Dutamas,700000.0,1,1.0,2.0,Serviced Residence,672.0,Fully Furnished,Built-up
3637,KLCC,2244000.0,3+1,3.0,2.0,Serviced Residence,1496.0,Partly Furnished,Built-up
3638,Taman Desa,710000.0,3+1,2.0,2.0,Condominium (Intermediate),1355.0,Partly Furnished,Built-up
3640,Mont Kiara,2650000.0,4+1,6.0,2.0,Condominium,3401.0,Partly Furnished,Built-up
3644,Setapak,380000.0,3+1,2.0,2.0,Condominium,950.0,Unfurnished,Built-up
3645,Damansara Heights,6200000.0,6+1,8.0,4.0,Bungalow (Corner),7378.0,Partly Furnished,Built-up
3647,Taman Tun Dr Ismail,2740000.0,3+1,4.0,2.0,Serviced Residence,2426.0,Partly Furnished,Built-up
3648,Taman Tun Dr Ismail,3550000.0,3+1,5.0,3.0,Serviced Residence,2954.0,Partly Furnished,Built-up
3649,Taman Tun Dr Ismail,3100000.0,3+1,4.0,2.0,Serviced Residence,2426.0,Partly Furnished,Built-up
3651,Mont Kiara,1500000.0,5+1,4.0,2.0,Condominium,3000.0,Fully Furnished,Built-up
3653,Desa Pandan,1200000.0,2+1,2.0,2.0,Serviced Residence,2000.0,Unfurnished,Land area
3654,Desa Pandan,1150000.0,3+1,2.0,2.0,Serviced Residence (Corner),1539.0,Partly Furnished,Built-up
3659,Bukit Jalil,1790000.0,4,4.0,2.0,3-sty Terrace/Link House,1840.0,Partly Furnished,Land area
3663,Bangsar South,1290800.0,3+1,2.0,1.0,Serviced Residence,1400.0,Partly Furnished,Built-up
3664,Bukit Tunku (Kenny Hills),2500000.0,4,4.0,3.0,Condominium (Corner),3788.0,Partly Furnished,Land area
3665,Bukit Tunku (Kenny Hills),11000000.0,6+1,6.0,4.0,Bungalow (Corner),28313.0,Unfurnished,Land area
3667,Bukit Bintang,6900000.0,4+1,6.0,2.0,Serviced Residence (Corner),4227.0,Fully Furnished,Built-up
3669,Bukit Jalil,288000.0,1+1,1.0,1.0,Apartment,680.0,Partly Furnished,Built-up
3671,Mont Kiara,14800000.0,4+2,6.0,4.0,Bungalow,8611.0,Fully Furnished,Land area
3675,Sentul,988000.0,3+1,3.0,2.0,Condominium,1535.0,Partly Furnished,Built-up
3677,Bukit Jalil,398000.0,3,2.0,1.0,Apartment (Corner),952.0,Partly Furnished,Land area
3678,Bukit Jalil,590000.0,4,2.0,1.0,Condominium (EndLot),1252.0,Fully Furnished,Land area
3679,Kepong,530000.0,3,2.0,2.0,Serviced Residence (EndLot),1027.0,Unfurnished,Built-up
3680,Kepong,1280000.0,3+1,4.0,2.0,Townhouse,2600.0,Partly Furnished,Built-up
3681,Ampang Hilir,2200000.0,3+1,4.0,3.0,Condominium (Intermediate),2034.0,Fully Furnished,Built-up
3682,Bukit Jalil,1050000.0,3,3.0,2.0,Serviced Residence,1521.0,Partly Furnished,Built-up
3689,Bukit Jalil,1880000.0,3+1,5.0,3.0,Condominium,3141.0,Partly Furnished,Built-up
3690,Bukit Jalil,2000000.0,3+1,4.0,3.0,Condominium,3141.0,Partly Furnished,Built-up
3691,Bukit Jalil,1380000.0,3+1,4.0,3.0,Condominium,1878.0,Partly Furnished,Built-up
3692,Bukit Jalil,1350000.0,3+1,4.0,3.0,Condominium,1878.0,Partly Furnished,Built-up
3693,Bukit Jalil,1680000.0,3+1,4.0,3.0,Condominium,2021.0,Partly Furnished,Built-up
3694,Bukit Jalil,850000.0,3+1,3.0,2.0,Condominium,1335.0,Fully Furnished,Built-up
3695,Bukit Jalil,1000000.0,3+1,3.0,2.0,Condominium,1450.0,Fully Furnished,Built-up
3696,Bukit Jalil,930000.0,3+1,3.0,2.0,Condominium,1508.0,Unfurnished,Built-up
3697,Bukit Jalil,1050000.0,3+1,3.0,2.0,Condominium,1508.0,Fully Furnished,Built-up
3698,Bukit Jalil,1000000.0,3+1,3.0,2.0,Condominium,1508.0,Fully Furnished,Built-up
3699,KL Sentral,5149700.0,4+1,6.0,1.0,Serviced Residence,2982.0,Fully Furnished,Built-up
3702,Bangsar,730000.0,1+1,1.0,1.0,Condominium,710.0,Fully Furnished,Built-up
3704,Ampang,2450000.0,6,4.0,5.0,3-sty Terrace/Link House (EndLot),4112.0,Partly Furnished,Land area
3706,Damansara Heights,10081000.0,5+1,7.0,4.0,Bungalow (Corner),4600.0,Unfurnished,Land area
3707,Damansara Heights,8800000.0,5+1,5.0,6.0,Bungalow,10000.0,Partly Furnished,Land area
3712,Damansara Heights,7700000.0,5+1,6.0,6.0,Serviced Residence (Penthouse),4853.0,Partly Furnished,Built-up
3713,Bukit Bintang,800000.0,1,1.0,1.0,Condominium,538.0,Unfurnished,Built-up
3714,Ampang,2080000.0,3,2.0,2.0,Condominium,3003.0,Fully Furnished,Built-up
3715,Pantai,565000.0,3,2.0,1.0,Condominium (Corner),1400.0,Partly Furnished,Built-up
3716,Pantai,600000.0,2,2.0,1.0,Condominium (Corner),1250.0,Partly Furnished,Built-up
3717,Bukit Jalil,399000.0,3,2.0,1.0,Apartment,1098.0,Partly Furnished,Built-up
3718,Bukit Bintang,1400000.0,2,2.0,2.0,Condominium,807.0,Fully Furnished,Built-up
3720,Bukit Bintang,1150000.0,1+1,1.0,1.0,Condominium,689.0,Partly Furnished,Built-up
3721,Bukit Bintang,1060000.0,1,1.0,1.0,Condominium (Intermediate),624.0,Partly Furnished,Built-up
3722,KL City,395000.0,3,2.0,1.0,Condominium,865.0,Partly Furnished,Built-up
3724,Jalan Klang Lama (Old Klang Road),360000.0,3,2.0,2.0,Serviced Residence,950.0,Partly Furnished,Built-up
3725,Pantai,780000.0,3,2.0,2.0,Condominium (Intermediate),1209.0,Fully Furnished,Built-up
3728,Damansara Heights,1350000.0,3+1,4.0,2.0,Serviced Residence (Corner),1573.0,Partly Furnished,Built-up
3729,Dutamas,1080000.0,3+1,4.0,2.0,Condominium (Corner),1710.0,Partly Furnished,Built-up
3732,Bukit Jalil,1200000.0,3+1,3.0,2.0,Condominium,1508.0,Partly Furnished,Built-up
3734,Damansara Heights,5800000.0,5+2,7.0,8.0,Bungalow,7000.0,Partly Furnished,Land area
3735,Sungai Besi,630000.0,2+1,2.0,2.0,Serviced Residence,1025.0,Partly Furnished,Built-up
3736,Country Heights Damansara,8180000.0,6+1,6.0,4.0,Bungalow,9709.0,Partly Furnished,Land area
3737,Cheras,685000.0,3+1,3.0,2.0,Serviced Residence,1054.0,Unfurnished,Built-up
3738,Taman Melawati,1880000.0,3,3.0,2.0,Townhouse,2800.0,Partly Furnished,Built-up
3739,Dutamas,740000.0,3,3.0,2.0,Condominium (Intermediate),1378.0,Fully Furnished,Built-up
3740,Dutamas,730000.0,3+1,2.0,2.0,Condominium (Intermediate),1356.0,Partly Furnished,Built-up
3741,Damansara Heights,5850000.0,5+2,7.0,4.0,Bungalow (Intermediate),6100.0,Partly Furnished,Land area
3742,Damansara Heights,4800000.0,4+2,5.0,4.0,Bungalow (Intermediate),4200.0,Partly Furnished,Land area
3744,Mont Kiara,1200000.0,3,2.0,1.0,Condominium (Corner),1200.0,Partly Furnished,Built-up
3749,Sungai Besi,480000.0,3,2.0,1.0,Condominium (Intermediate),1074.0,Partly Furnished,Built-up
3751,Taman Tun Dr Ismail,1430000.0,2,2.0,1.0,Condominium (Corner),1045.0,Partly Furnished,Land area
3752,Batu Caves,580000.0,2,2.0,1.0,Serviced Residence,861.0,Partly Furnished,Built-up
3756,Bangsar South,836100.0,2,2.0,1.0,Serviced Residence,823.0,Partly Furnished,Built-up
3758,KLCC,1680000.0,3+2,4.0,2.0,Condominium (Corner),2615.0,Partly Furnished,Built-up
3761,Sri Hartamas,3500000.0,4+1,5.0,2.0,4-sty Terrace/Link House,2500.0,Unfurnished,Land area
3763,Bukit Jalil,588000.0,3,2.0,2.0,Condominium (Intermediate),1100.0,Unfurnished,Built-up
3768,KLCC,1650000.0,2,2.0,1.0,Serviced Residence (Corner),1152.0,Fully Furnished,Built-up
3769,Mont Kiara,3600000.0,5+1,5.0,3.0,Condominium,4500.0,Fully Furnished,Built-up
3770,Bukit Jalil,2600000.0,4,4.0,3.0,Condominium,3260.0,Partly Furnished,Built-up
3771,Mont Kiara,12800000.0,8+1,10.0,6.0,Bungalow,15750.0,Partly Furnished,Land area
3773,Mont Kiara,1600000.0,3+1,5.0,2.0,Condominium,2159.0,Partly Furnished,Built-up
3774,Mont Kiara,3000000.0,5+1,6.0,4.0,Condominium (Penthouse),4700.0,Partly Furnished,Built-up
3781,Mont Kiara,2250000.0,3+1,4.0,4.0,Condominium,3732.0,Partly Furnished,Built-up
3782,KLCC,635000.0,1,1.0,1.0,Condominium,913.0,Fully Furnished,Built-up
3783,KLCC,3600000.0,3+1,5.0,2.0,Serviced Residence,3897.0,Partly Furnished,Built-up
3785,Bangsar,5000000.0,7+1,6.0,5.0,Bungalow,5270.0,Partly Furnished,Land area
3787,Mont Kiara,680000.0,1,1.0,1.0,Serviced Residence,743.0,Fully Furnished,Built-up
3790,Sentul,970000.0,3+1,3.0,2.0,Condominium (Intermediate),1554.0,Partly Furnished,Built-up
3791,Sentul,840000.0,3,3.0,2.0,Condominium (Corner),1186.0,Partly Furnished,Built-up
3794,Jalan Klang Lama (Old Klang Road),920000.0,3+2,4.0,2.0,Condominium (Intermediate),1710.0,Partly Furnished,Built-up
3795,Mont Kiara,2600000.0,4+1,5.0,3.0,Condominium (Corner),2702.0,Partly Furnished,Built-up
3797,Dutamas,600000.0,3,2.0,2.0,Condominium (Corner),1098.0,Fully Furnished,Built-up
3802,Bangsar South,1220000.0,3,2.0,2.0,Condominium (Intermediate),1485.0,Fully Furnished,Built-up
3803,KLCC,3250000.0,3,3.0,2.0,Serviced Residence (Corner),1786.0,Partly Furnished,Built-up
3804,Setapak,430000.0,4,2.0,2.0,Condominium (Corner),1272.0,Partly Furnished,Built-up
3805,Sungai Besi,664470.0,3,2.0,2.0,Condominium,1260.0,Partly Furnished,Built-up
3806,Cheras,315000.0,3,2.0,1.0,Apartment (Corner),840.0,Partly Furnished,Built-up
3810,Bukit Tunku (Kenny Hills),880000.0,2,2.0,2.0,Condominium,893.0,Fully Furnished,Built-up
3811,Ampang Hilir,50000000.0,8+1,10.0,6.0,Bungalow (Corner),30000.0,Fully Furnished,Land area
3812,Mont Kiara,1330000.0,3+1,3.0,3.0,Condominium,1839.0,Partly Furnished,Built-up
3813,Mont Kiara,1270000.0,3+1,3.0,2.0,Condominium,1839.0,Partly Furnished,Built-up
3814,Mont Kiara,650000.0,2+1,2.0,2.0,Condominium (Intermediate),940.0,Unfurnished,Built-up
3815,Taman Desa,470000.0,1,1.0,1.0,Serviced Residence,578.0,Fully Furnished,Built-up
3816,Setapak,3000000.0,5,4.0,4.0,Bungalow,8000.0,Partly Furnished,Land area
3817,KLCC,2200000.0,3,2.0,1.0,Serviced Residence,1240.0,Partly Furnished,Built-up
3818,Setapak,370000.0,3,2.0,1.0,Serviced Residence,1009.0,Unfurnished,Built-up
3819,Setiawangsa,610000.0,3,2.0,2.0,Condominium,1196.0,Partly Furnished,Built-up
3820,Pandan Perdana,270000.0,1,1.0,1.0,Condominium (SOHO),450.0,Partly Furnished,Built-up
3821,Titiwangsa,630000.0,3,2.0,1.0,Serviced Residence,1100.0,Fully Furnished,Built-up
3827,Setapak,325000.0,3,2.0,1.0,Condominium,845.0,Fully Furnished,Built-up
3829,KL City,1000000.0,3,3.0,2.0,Serviced Residence,716.0,Partly Furnished,Built-up
3830,Cheras,530000.0,4,3.0,2.0,Serviced Residence,931.0,Partly Furnished,Built-up
3831,Titiwangsa,620000.0,3,2.0,1.0,Serviced Residence,1100.0,Partly Furnished,Built-up
3832,Mont Kiara,650000.0,Studio,1.0,1.0,Serviced Residence (Intermediate),462.0,Fully Furnished,Land area
3833,KLCC,1400000.0,3,2.0,2.0,Serviced Residence (Intermediate),1228.0,Fully Furnished,Built-up
3834,Kepong,3600000.0,5+1,6.0,7.0,Semi-detached House (Intermediate),4500.0,Partly Furnished,Land area
3836,Sri Hartamas,2700000.0,4+1,5.0,3.0,Condominium,3660.0,Partly Furnished,Built-up
3838,Ampang,750000.0,2,2.0,1.0,Serviced Residence (Intermediate),1066.0,Partly Furnished,Built-up
3839,Setiawangsa,3180000.0,4+1,3.0,3.0,2-sty Terrace/Link House (Corner),3600.0,Partly Furnished,Land area
3840,Seputeh,560000.0,1+1,2.0,1.0,Condominium,687.0,Partly Furnished,Built-up
3841,KL Sentral,1200000.0,1+1,1.0,1.0,Condominium (Intermediate),811.0,Fully Furnished,Land area
3850,Sungai Besi,570000.0,3,2.0,2.0,Condominium,1044.0,Partly Furnished,Built-up
3851,Sungai Besi,610000.0,3,2.0,1.0,Condominium,1005.0,Partly Furnished,Built-up
3852,Sungai Besi,560000.0,3,2.0,1.0,Condominium,1105.0,Partly Furnished,Built-up
3853,Cheras,850000.0,4,3.0,2.0,2-sty Terrace/Link House,1920.0,Partly Furnished,Built-up
3858,Cheras,428000.0,3,2.0,3.0,Condominium (Intermediate),900.0,Partly Furnished,Built-up
3861,Dutamas,1550000.0,4+2,6.0,3.0,Condominium (Corner),4740.0,Partly Furnished,Land area
3867,KL City,880000.0,2,2.0,1.0,Condominium (Corner),1056.0,Fully Furnished,Built-up
3872,Dutamas,1700000.0,6+1,6.0,3.0,Condominium (Corner),3600.0,Fully Furnished,Land area
3876,Dutamas,470000.0,3+1,2.0,1.0,Condominium (Corner),1326.0,Partly Furnished,Built-up
3877,Dutamas,3280000.0,5+1,6.0,2.0,Semi-detached House,4047.0,Partly Furnished,Land area
3878,Bukit Bintang,2800000.0,2,2.0,1.0,Serviced Residence,1307.0,Fully Furnished,Built-up
3879,KL Sentral,1640000.0,1+1,2.0,1.0,Serviced Residence (EndLot),1259.0,Fully Furnished,Built-up
3884,Sri Hartamas,3200000.0,5+1,5.0,2.0,Semi-detached House,3600.0,Partly Furnished,Land area
3886,Sungai Besi,820000.0,2,2.0,2.0,Serviced Residence (Duplex),1259.0,Partly Furnished,Built-up
3887,KLCC,1297500.0,1+1,1.0,2.0,Serviced Residence (Intermediate),925.0,Partly Furnished,Built-up
3888,KLCC,1400000.0,2+1,2.0,2.0,Condominium,1259.0,Partly Furnished,Built-up
3889,Sri Hartamas,2800000.0,4+1,4.0,3.0,Condominium,3460.0,Fully Furnished,Built-up
3890,Kuchai Lama,610000.0,3,2.0,2.0,Condominium (Corner),1570.0,Partly Furnished,Built-up
3895,Mont Kiara,650000.0,3+1,3.0,2.0,Condominium (Intermediate),1598.0,Fully Furnished,Built-up
3896,Jalan Klang Lama (Old Klang Road),960000.0,3+1,3.0,2.0,Condominium (Corner),1535.0,Partly Furnished,Built-up
3897,Mont Kiara,3280000.0,4+2,6.0,3.0,Condominium,3729.0,Partly Furnished,Built-up
3898,Mont Kiara,2750000.0,4+1,6.0,3.0,Condominium,3317.0,Partly Furnished,Built-up
3900,KL City,1100000.0,1+1,1.0,1.0,Serviced Residence,625.0,Fully Furnished,Built-up
3901,Mont Kiara,2680000.0,4+1,6.0,2.0,Condominium,3169.0,Partly Furnished,Built-up
3902,KL City,1200000.0,3,2.0,1.0,Serviced Residence (Intermediate),1281.0,Partly Furnished,Built-up
3903,Cheras,345000.0,3,2.0,1.0,Apartment (Corner),780.0,Partly Furnished,Built-up
3907,Mont Kiara,1900000.0,3+1,4.0,2.0,Condominium,2070.0,Partly Furnished,Built-up
3908,Sri Petaling,3500000.0,7,7.0,4.0,Bungalow (Intermediate),4200.0,Fully Furnished,Land area
3909,Bangsar,5200000.0,5,5.0,4.0,Bungalow (Intermediate),4000.0,Partly Furnished,Built-up
3910,Bukit Bintang,1396000.0,1,1.0,1.0,Serviced Residence,652.0,Fully Furnished,Built-up
3911,Mont Kiara,2688000.0,4+1,6.0,3.0,Condominium,3500.0,Fully Furnished,Built-up
3913,Cheras,229000.0,3,2.0,1.0,Apartment,780.0,Partly Furnished,Built-up
3914,KL City,1200000.0,3,2.0,1.0,Serviced Residence (Intermediate),1281.0,Partly Furnished,Built-up
3915,Jalan Kuching,599000.0,3,2.0,1.0,Condominium (Intermediate),1050.0,Fully Furnished,Built-up
3916,Cheras,2280000.0,5,7.0,4.0,Semi-detached House (Corner),5900.0,Partly Furnished,Land area
3919,Bangsar,8500000.0,4+1,6.0,4.0,Condominium (Corner),4771.0,Partly Furnished,Built-up
3920,KLCC,2257000.0,2+1,2.0,2.0,Condominium,1559.0,Partly Furnished,Built-up
3921,Ampang,1150000.0,2+1,3.0,2.0,Serviced Residence,1435.0,Fully Furnished,Built-up
3922,Bangsar,1080000.0,3,2.0,1.0,Condominium (Intermediate),1590.0,Fully Furnished,Built-up
3923,Bangsar South,1130000.0,3,2.0,2.0,Condominium (Intermediate),1485.0,Fully Furnished,Built-up
3924,Bangsar,1250000.0,3,2.0,2.0,Condominium (Corner),1590.0,Fully Furnished,Built-up
3925,Bangsar,5000000.0,5+1,5.0,6.0,Bungalow,6700.0,Partly Furnished,Land area
3926,Bangsar,2600000.0,4,3.0,5.0,2-sty Terrace/Link House (Corner),3797.0,Fully Furnished,Land area
3927,Bangsar,1040000.0,3,3.0,1.0,Condominium,1529.0,Fully Furnished,Built-up
3928,Mont Kiara,675000.0,2,2.0,1.0,Serviced Residence,868.0,Fully Furnished,Built-up
3931,Bangsar,985000.0,3,2.0,2.0,Condominium (Intermediate),1590.0,Unfurnished,Built-up
3932,KLCC,1330000.0,2,2.0,1.0,Condominium (Corner),1356.0,Fully Furnished,Built-up
3933,KLCC,1390000.0,2,2.0,1.0,Condominium (Corner),1368.0,Fully Furnished,Built-up
3934,Bukit Jalil,670000.0,3,2.0,2.0,Condominium (Intermediate),1234.0,Partly Furnished,Built-up
3935,KLCC,1100000.0,1,1.0,1.0,Serviced Residence,636.0,Fully Furnished,Built-up
3937,Desa ParkCity,2380000.0,4+1,5.0,4.0,Condominium,2474.0,Fully Furnished,Built-up
3940,Kepong,700000.0,4,2.0,2.0,Condominium,1396.0,Fully Furnished,Built-up
3944,Dutamas,880000.0,1,1.0,1.0,Condominium (Intermediate),683.0,Fully Furnished,Built-up
3946,Cheras,229000.0,3,2.0,1.0,Apartment,780.0,Partly Furnished,Built-up
3948,KL City,1200000.0,3,2.0,1.0,Serviced Residence (Intermediate),1281.0,Partly Furnished,Built-up
3950,Jalan Klang Lama (Old Klang Road),650000.0,3+1,4.0,2.0,Condominium (Intermediate),1363.0,Partly Furnished,Built-up
3953,Mont Kiara,669000.0,2+1,2.0,2.0,Condominium,1038.0,Partly Furnished,Built-up
3954,Bukit Jalil,950000.0,4+1,3.0,2.0,Condominium (Intermediate),1513.0,Partly Furnished,Built-up
3955,Bukit Jalil,1150000.0,4+1,4.0,4.0,Condominium (Intermediate),1772.0,Partly Furnished,Built-up
3956,Mont Kiara,648000.0,2+1,2.0,2.0,Condominium,1038.0,Partly Furnished,Built-up
3957,Bukit Jalil,1390000.0,5+1,4.0,4.0,Condominium (Intermediate),1930.0,Partly Furnished,Built-up
3958,Bukit Jalil,3300.0,4+1,4.0,4.0,Condominium (Intermediate),1772.0,Partly Furnished,Built-up
3959,Mont Kiara,860000.0,3,3.0,2.0,Serviced Residence,1380.0,Fully Furnished,Built-up
3962,Setapak,435000.0,3+1,2.0,2.0,Serviced Residence (Intermediate),918.0,Unfurnished,Built-up
3964,Jalan Sultan Ismail,930000.0,2+1,2.0,1.0,Serviced Residence (Intermediate),1300.0,Fully Furnished,Built-up
3968,KLCC,1937320.0,3,2.0,1.0,Serviced Residence,1190.0,Fully Furnished,Built-up
3969,Cheras,648000.0,4,3.0,4.0,2-sty Terrace/Link House (EndLot),2200.0,Partly Furnished,Built-up
3971,Damansara,9700000.0,6,6.0,10.0,Bungalow,81000.0,Partly Furnished,Land area
3972,Cheras,590000.0,4,2.0,1.0,Condominium,1285.0,Partly Furnished,Built-up
3973,Bukit Jalil,420000.0,3,2.0,1.0,Apartment,1008.0,Partly Furnished,Built-up
3976,Sungai Besi,600000.0,3,2.0,2.0,Serviced Residence,1025.0,Partly Furnished,Built-up
3977,Jalan Ipoh,558000.0,3,2.0,3.0,Condominium,1037.0,Partly Furnished,Built-up
3978,Bukit Jalil,600000.0,3,2.0,2.0,Condominium (Intermediate),1250.0,Partly Furnished,Built-up
3982,KL Sentral,1900000.0,2,2.0,1.0,Serviced Residence,1399.0,Fully Furnished,Built-up
3983,Bangsar,1260000.0,2,2.0,1.0,Serviced Residence (Corner),980.0,Fully Furnished,Built-up
3985,KL Sentral,4753000.0,4,4.0,3.0,Serviced Residence,3283.0,Partly Furnished,Built-up
3986,KL Sentral,1455000.0,1,2.0,1.0,Serviced Residence,1119.0,Partly Furnished,Built-up
3987,KL Sentral,4718000.0,4,4.0,3.0,Serviced Residence,3143.0,Partly Furnished,Built-up
3988,KL Sentral,4400000.0,4,4.0,3.0,Serviced Residence,2949.0,Partly Furnished,Built-up
3989,Cheras,415000.0,3,2.0,1.0,Condominium (Corner),920.0,Fully Furnished,Built-up
3990,Seputeh,898380.0,3,2.0,2.0,Condominium (Corner),1087.0,Partly Furnished,Built-up
3991,Seputeh,765390.0,1,1.0,1.0,Condominium (Corner),850.0,Partly Furnished,Built-up
3992,Seputeh,661700.0,1,1.0,1.0,Condominium (Corner),807.0,Partly Furnished,Built-up
3995,Dutamas,1150000.0,2,2.0,2.0,Serviced Residence,1148.0,Fully Furnished,Built-up
3996,Dutamas,1120000.0,2,2.0,1.0,Serviced Residence,1145.0,Fully Furnished,Built-up
3997,Dutamas,1050000.0,2,2.0,1.0,Serviced Residence,1145.0,Fully Furnished,Built-up
3998,Bukit Tunku (Kenny Hills),2570000.0,4,4.0,5.0,Condominium,2800.0,Fully Furnished,Built-up
3999,Dutamas,1100000.0,3,2.0,2.0,Serviced Residence,1238.0,Fully Furnished,Built-up
4001,Dutamas,720000.0,1,1.0,1.0,Serviced Residence,672.0,Fully Furnished,Built-up
